student_id,study_hours_per_week,attendance_percentage,material_prep_hours,extracurricular_hours,skill_dev_hours,projects_completed,hackathons_participated,internship_experience,coding_platform_rating,previous_gpa,final_score,productivity_index
CSE1155,26.5,72.1,12.0,2.4,8.1,8,5,0,36.5,6.01,68.5,54.6
CSE1156,22.1,90.3,7.1,2.6,0.0,5,5,1,53.6,8.05,71.2,58.4
CSE1157,10.2,66.9,10.1,8.0,15.8,2,1,1,38.3,7.76,64.7,70.2
CSE1158,30.8,90.7,6.1,4.9,6.1,4,2,1,53.7,8.05,84.2,67.1
CSE1159,21.9,82.1,5.4,9.1,5.7,2,0,0,75.8,6.57,66.4,63.3
CSE1160,12.7,86.6,8.3,3.0,8.0,3,1,0,68.1,9.39,67.4,47.4
CSE1161,1.0,65.9,8.1,4.8,11.4,3,2,0,100.0,7.33,69.7,56.6
CSE1162,31.0,69.3,9.9,2.2,9.7,6,2,0,78.8,5.86,77.2,73.9
CSE1163,5.3,87.2,6.9,5.0,12.7,7,0,0,59.1,6.92,67.5,48.2
CSE1164,3.5,68.6,0.7,0.6,3.3,3,1,1,68.5,5.88,47.6,30.2
CSE1165,22.2,85.6,6.3,3.5,6.3,3,2,0,51.0,8.95,73.0,41.3
CSE1166,32.1,63.6,11.2,0.7,9.4,2,1,0,32.4,6.47,77.1,51.4
CSE1167,24.7,90.2,6.8,7.1,19.5,2,1,0,81.1,7.74,90.6,66.5
CSE1168,18.9,65.2,7.0,7.1,9.4,1,1,0,75.2,6.68,62.7,55.5
CSE1169,19.2,86.6,11.9,0.0,15.4,4,0,0,50.2,6.52,76.1,50.9
CSE1170,21.0,87.5,5.2,9.0,10.2,3,0,0,60.5,5.1,68.3,55.8
CSE1171,20.3,71.6,1.8,12.5,7.6,1,1,1,79.8,7.86,69.2,74.8
CSE1172,17.0,87.0,7.4,5.1,8.8,4,0,0,71.9,8.63,73.1,43.2
CSE1173,15.7,83.1,6.1,3.1,9.2,1,1,1,25.7,6.19,55.7,42.4
CSE1174,14.6,73.5,4.1,13.5,13.0,5,0,0,59.9,5.5,60.4,64.5
CSE1175,9.7,67.9,7.3,1.0,16.9,4,1,0,51.6,8.08,59.3,58.2
CSE1176,13.0,56.4,10.0,5.1,11.8,3,0,1,77.3,5.39,66.0,45.1
CSE1177,3.1,84.2,8.0,5.5,15.9,5,1,0,75.6,8.54,66.0,60.4
CSE1178,14.3,61.2,9.2,9.0,5.2,0,0,0,81.4,6.21,49.4,63.6
CSE1179,8.1,81.1,15.3,6.1,7.9,1,1,1,32.6,5.99,54.2,35.2
CSE1180,7.3,76.8,6.6,3.5,6.4,1,0,0,39.3,7.47,32.9,32.0
CSE1181,16.3,88.1,9.1,2.1,11.6,4,2,0,77.3,6.06,69.6,69.6
CSE1182,24.7,76.4,6.0,4.0,8.2,2,5,1,43.2,6.42,74.4,54.2
CSE1183,21.4,76.0,4.6,2.0,13.6,6,0,1,24.6,7.59,69.3,65.8
CSE1184,4.0,88.8,5.7,5.1,5.3,1,3,0,65.7,4.53,62.6,50.5
CSE1185,8.1,84.0,6.1,3.3,10.2,4,1,0,44.1,9.01,65.1,46.3
CSE1186,21.6,83.8,9.4,0.5,13.4,4,1,1,90.8,7.25,84.7,56.6
CSE1187,8.1,85.6,17.4,8.8,0.0,1,1,0,60.9,5.78,48.9,45.1
CSE1188,13.4,61.6,5.1,3.5,20.6,2,2,0,58.2,6.08,59.3,62.1
CSE1189,18.9,89.1,6.3,1.2,8.6,3,2,0,47.6,8.29,67.9,63.2
CSE1190,8.2,87.3,7.7,4.5,0.0,8,1,1,86.8,7.86,65.9,59.9
CSE1191,15.7,67.8,9.6,5.2,10.8,0,0,0,62.2,8.73,58.9,33.9
CSE1192,5.7,77.1,9.1,0.0,10.2,1,1,1,46.8,6.45,45.0,31.9
CSE1193,10.8,79.5,13.1,6.0,9.6,3,1,0,39.1,7.53,55.8,35.6
CSE1194,17.2,78.4,0.0,1.9,15.0,1,3,0,53.5,7.67,69.9,43.6
CSE1195,3.8,84.0,0.0,10.1,13.7,4,0,1,35.4,7.96,55.3,55.8
CSE1196,18.1,97.2,6.0,6.6,11.5,4,1,1,75.6,8.44,77.4,78.9
CSE1197,14.9,93.0,12.4,3.8,12.3,0,1,0,18.8,6.41,61.5,28.3
CSE1198,18.9,64.3,1.7,2.8,9.5,1,1,0,52.2,7.07,64.3,40.4
CSE1199,16.6,87.5,0.0,4.7,18.9,6,4,1,67.2,6.53,78.2,63.8
CSE1200,24.5,95.9,10.3,6.8,2.6,5,2,1,61.8,7.14,84.6,70.2
CSE1201,15.9,84.6,9.0,4.9,10.7,2,0,0,40.7,7.97,60.0,54.2
CSE1202,12.0,93.1,3.6,4.3,10.3,3,0,0,68.2,5.38,57.0,42.2
CSE1203,15.9,100.0,4.1,5.2,14.1,7,2,1,37.3,8.42,80.2,59.9
CSE1204,18.8,92.3,4.1,3.2,5.8,1,0,1,54.6,5.95,73.8,47.8
CSE1205,15.3,83.0,8.4,4.0,1.3,4,2,1,68.0,6.86,76.3,72.5
CSE1206,15.3,92.5,5.5,0.0,10.8,3,1,0,64.3,8.57,73.3,51.7
CSE1207,10.1,81.7,10.0,7.9,11.4,2,1,0,41.5,7.56,62.1,43.2
CSE1208,10.4,80.3,0.0,5.9,17.4,2,0,0,78.9,7.57,69.6,57.3
CSE1209,5.2,75.8,4.6,2.7,3.6,3,0,0,56.7,5.9,51.9,20.7
CSE1210,27.2,98.8,3.5,10.7,15.8,6,0,0,69.9,6.05,69.6,57.1
CSE1211,6.3,70.2,7.0,5.3,21.8,4,0,0,85.6,8.24,60.6,54.9
CSE1212,10.1,98.4,5.8,1.9,8.1,1,0,0,77.4,6.55,63.0,53.3
CSE1213,10.0,86.0,11.2,7.6,3.5,3,0,0,77.4,6.66,52.5,44.1
CSE1214,21.3,63.2,0.6,6.2,8.0,3,1,1,58.9,8.26,61.8,52.2
CSE1215,12.9,84.4,8.2,6.2,10.1,1,2,1,70.9,6.05,62.8,53.1
CSE1216,23.7,54.8,10.2,3.7,12.8,2,0,0,59.3,7.5,66.1,49.8
CSE1217,10.3,87.5,15.4,6.4,7.0,1,0,0,30.8,7.25,57.5,44.0
CSE1218,17.0,90.6,6.1,4.2,17.8,2,2,0,61.1,7.2,70.9,57.2
CSE1219,9.2,72.9,9.3,6.7,4.4,4,2,1,60.1,6.63,66.4,46.4
CSE1220,30.0,81.5,0.8,0.0,1.3,0,4,0,66.7,6.56,68.9,56.6
CSE1221,6.7,100.0,0.0,3.7,15.5,2,1,1,52.4,6.01,57.8,65.5
CSE1222,17.2,73.9,11.4,10.2,0.0,0,3,0,39.8,7.73,54.5,35.7
CSE1223,19.4,67.3,8.0,2.7,9.0,5,0,0,68.1,6.47,71.8,43.1
CSE1224,17.9,97.8,12.7,3.2,25.6,1,0,1,28.7,8.27,74.7,43.7
CSE1225,13.7,100.0,2.5,3.7,9.9,1,2,0,84.2,6.95,62.1,58.6
CSE1226,14.1,80.0,10.1,1.4,4.4,1,1,0,50.4,6.04,58.7,42.6
CSE1227,15.3,92.1,15.5,0.0,9.7,5,0,0,59.9,6.94,68.1,57.2
CSE1228,14.0,96.1,9.7,4.3,9.7,2,1,0,66.2,6.75,65.3,39.7
CSE1229,21.7,71.1,9.1,5.4,10.8,2,3,0,66.8,8.31,76.2,53.4
CSE1230,30.5,74.2,8.0,4.8,13.3,2,2,0,26.8,6.79,71.8,47.4
CSE1231,11.1,94.8,1.7,4.6,4.8,1,1,1,71.5,6.9,74.2,55.6
CSE1232,5.4,100.0,13.4,5.1,18.4,2,0,1,61.1,8.75,72.1,39.3
CSE1233,14.4,86.8,5.6,8.1,11.2,1,2,1,42.3,7.76,70.3,44.5
CSE1234,33.1,69.4,10.0,4.4,13.6,8,0,0,40.0,9.03,74.8,55.8
CSE1235,9.4,100.0,1.7,3.3,6.9,10,1,0,48.3,8.58,64.5,61.4
CSE1236,26.5,73.6,3.3,4.2,16.4,3,0,0,29.0,6.22,60.6,51.0
CSE1237,26.7,76.0,13.7,6.7,8.7,3,0,0,89.4,8.29,76.6,73.0
CSE1238,11.1,84.1,6.6,9.2,11.4,5,1,0,84.7,8.88,74.8,77.1
CSE1239,19.0,98.6,13.8,3.1,5.3,0,1,1,64.0,8.89,82.7,45.7
CSE1240,26.4,90.2,7.7,5.3,5.0,2,0,0,50.5,8.29,75.1,33.2
CSE1241,12.3,85.0,0.6,6.0,13.4,3,0,1,51.1,8.26,63.2,38.8
CSE1242,13.6,85.6,11.6,2.0,7.8,1,1,0,70.2,6.87,61.5,29.0
CSE1243,10.9,80.5,5.6,5.1,5.7,0,1,0,90.2,6.28,64.5,46.2
CSE1244,7.9,86.7,10.8,0.6,6.8,1,0,0,43.6,6.81,65.7,24.5
CSE1245,10.5,49.6,8.1,0.0,13.5,2,0,0,32.6,5.37,47.4,39.4
CSE1246,6.4,76.4,1.8,6.1,6.9,0,0,0,86.0,8.68,60.0,44.6
CSE1247,15.2,82.9,8.7,3.8,9.4,6,2,1,19.3,6.89,69.6,43.1
CSE1248,9.6,66.2,16.8,5.6,10.1,5,0,1,34.8,8.62,69.9,42.2
CSE1249,16.6,84.6,10.0,4.9,0.4,3,0,1,50.1,5.85,56.1,31.8
CSE1250,4.1,77.5,7.8,2.1,2.6,3,1,0,23.8,8.39,47.0,33.0
CSE1251,17.3,100.0,12.3,4.9,11.7,1,1,1,77.2,6.66,79.3,52.8
CSE1252,20.8,98.9,8.8,1.3,6.3,2,1,1,72.1,5.79,80.4,45.4
CSE1253,1.0,74.4,8.8,9.2,15.3,6,3,0,43.5,8.99,59.0,62.6
CSE1254,17.6,78.2,3.6,0.9,14.8,2,1,1,80.6,8.42,62.3,69.0
CSE1255,23.6,79.1,8.9,4.4,13.6,5,1,0,84.0,7.43,77.7,54.1
CSE1256,6.5,74.6,12.1,1.9,19.1,5,1,0,52.7,7.24,70.3,59.6
CSE1257,26.7,82.3,4.7,6.7,9.6,2,3,0,46.0,7.68,66.0,50.2
CSE1258,17.9,70.9,13.7,4.0,13.2,5,1,0,100.0,7.41,72.1,69.0
CSE1259,10.1,66.4,7.6,3.4,7.1,5,2,0,69.4,6.33,61.0,56.8
CSE1260,14.6,87.5,4.4,7.6,22.3,4,0,0,60.1,6.75,69.4,64.7
CSE1261,18.9,87.6,12.0,5.1,19.9,4,2,1,82.3,9.36,92.6,82.4
CSE1262,15.5,70.3,6.9,6.5,10.1,1,0,1,61.0,10.0,61.3,49.0
CSE1263,18.8,90.7,11.0,2.1,11.9,0,2,1,44.9,8.92,73.5,45.0
CSE1264,8.6,72.4,6.8,0.8,16.8,1,2,0,56.6,7.73,66.8,51.6
CSE1265,16.2,83.0,7.8,5.3,9.3,1,2,0,75.8,6.83,61.1,55.0
CSE1266,5.1,89.8,10.0,4.0,6.7,4,0,0,15.2,6.32,59.4,40.3
CSE1267,14.2,79.6,9.2,6.9,14.4,1,1,1,49.2,6.39,59.7,56.6
CSE1268,8.7,85.5,0.0,4.8,10.4,4,2,0,82.7,6.59,66.7,52.0
CSE1269,9.9,73.8,3.5,5.6,10.9,3,0,0,44.8,9.57,57.0,34.8
CSE1270,23.7,77.6,11.7,0.1,5.8,1,2,1,85.9,9.19,74.5,63.8
CSE1271,22.6,77.5,7.5,10.7,1.4,7,2,0,83.3,8.02,75.7,83.1
CSE1272,19.3,71.0,5.9,4.5,11.2,2,0,0,53.7,6.14,64.3,58.9
CSE1273,7.4,77.9,2.6,7.1,14.5,7,2,1,43.6,8.18,66.3,56.3
CSE1274,12.8,61.4,3.7,2.5,8.9,3,0,0,49.3,6.94,59.3,30.6
CSE1275,23.5,74.1,0.0,5.9,17.2,4,2,0,100.0,4.83,81.7,71.3
CSE1276,16.0,76.6,7.6,1.1,6.5,3,2,0,92.5,7.52,63.3,63.9
CSE1277,31.2,76.9,5.6,6.4,4.7,3,0,0,57.5,6.27,64.6,73.5
CSE1278,17.8,77.1,4.1,3.9,9.7,2,2,0,42.8,6.31,54.2,51.1
CSE1279,16.3,79.3,7.7,5.1,9.6,3,0,1,57.3,6.92,61.9,36.1
CSE1280,12.8,85.8,9.5,7.1,13.8,3,1,0,59.9,6.65,73.1,46.3
CSE1281,15.9,90.5,16.4,1.3,6.1,4,0,1,30.1,7.16,72.5,31.9
CSE1282,13.9,72.2,2.0,2.9,16.8,2,0,0,56.6,7.11,56.6,39.4
CSE1283,20.0,65.6,12.6,6.4,19.8,1,2,0,81.4,5.14,72.0,65.2
CSE1284,21.7,67.5,11.9,11.3,9.8,3,1,1,19.0,8.87,79.1,50.2
CSE1285,9.5,74.2,4.9,4.6,16.2,5,2,1,71.5,6.12,77.2,74.2
CSE1286,5.7,75.8,8.8,6.8,4.7,5,0,0,82.5,6.15,58.9,61.1
CSE1287,2.1,70.8,6.2,4.7,15.4,1,1,1,43.8,6.84,37.8,46.7
CSE1288,18.6,64.4,8.7,10.8,15.2,1,1,0,88.9,7.08,71.8,48.2
CSE1289,7.3,74.5,14.0,0.0,14.3,5,3,0,41.2,8.8,73.1,39.9
CSE1290,1.0,82.2,10.4,5.3,9.9,2,3,1,63.8,7.5,62.8,52.0
CSE1291,17.7,87.1,10.0,0.1,0.0,9,0,0,48.9,7.82,74.2,46.6
CSE1292,32.5,73.3,6.3,0.0,6.8,1,3,0,48.9,7.5,76.9,61.8
CSE1293,15.0,75.0,2.1,5.9,6.9,5,1,0,42.7,7.45,53.6,46.0
CSE1294,20.9,68.9,7.2,5.4,5.1,7,1,0,69.0,7.54,66.8,61.5
CSE1295,15.6,79.6,12.8,4.1,10.6,4,0,0,72.0,5.07,64.7,55.8
CSE1296,14.3,69.8,1.9,4.7,7.9,4,0,0,53.7,6.93,62.7,41.9
CSE1297,21.4,86.9,3.8,14.3,5.9,2,1,0,27.8,8.48,62.3,42.9
CSE1298,13.0,58.6,8.5,4.2,4.7,5,0,0,63.1,10.0,65.8,56.8
CSE1299,16.9,75.7,4.1,6.5,6.4,4,1,0,63.4,5.88,63.5,51.9
CSE1300,17.3,83.6,4.8,3.1,15.6,7,2,0,50.7,7.67,82.8,61.7
CSE1301,10.3,82.2,6.3,5.9,6.7,3,3,0,92.3,6.57,65.9,64.2
CSE1302,21.9,100.0,2.5,4.3,7.4,5,1,1,23.7,9.45,66.2,58.8
CSE1303,13.8,84.2,4.1,3.8,7.7,5,4,1,10.7,5.71,65.4,36.8
CSE1304,9.7,68.0,10.8,10.5,11.7,2,0,1,40.4,7.89,72.2,60.4
CSE1305,18.8,78.9,2.8,8.5,12.3,4,0,0,69.2,5.65,69.3,47.0
CSE1306,8.7,58.7,1.6,5.4,0.0,2,2,0,33.9,6.85,39.6,25.0
CSE1307,15.2,79.0,5.5,0.0,15.1,4,2,0,35.4,7.16,59.1,54.4
CSE1308,14.9,70.0,10.9,3.9,17.2,0,2,1,74.0,8.38,67.8,72.4
CSE1309,22.6,91.0,7.2,13.1,4.7,3,1,0,64.3,6.02,82.0,43.6
CSE1310,18.3,73.4,6.1,4.3,5.1,5,1,1,62.5,7.93,68.4,47.2
CSE1311,14.8,78.6,8.2,8.3,7.7,3,1,1,70.6,7.22,65.4,61.6
CSE1312,20.7,72.4,1.0,9.3,6.2,2,1,0,46.5,7.5,60.5,68.1
CSE1313,24.7,100.0,10.0,5.7,11.1,2,0,0,47.4,8.25,75.9,58.7
CSE1314,18.9,76.1,9.5,2.5,0.3,5,3,0,71.2,5.79,76.5,56.1
CSE1315,15.1,100.0,6.4,0.0,4.4,1,0,0,28.1,8.09,54.5,5.0
CSE1316,5.8,89.8,12.0,7.1,17.7,1,0,0,12.1,6.57,61.7,27.7
CSE1317,7.5,85.8,3.5,2.6,5.4,3,2,1,46.3,8.41,61.1,47.6
CSE1318,12.9,84.4,12.5,5.5,16.2,4,2,0,73.6,7.57,81.9,60.8
CSE1319,10.7,84.7,8.6,1.3,11.8,1,4,0,60.1,6.97,74.1,45.5
CSE1320,13.7,56.9,6.7,4.2,1.0,7,4,0,72.1,6.55,63.8,66.0
CSE1321,15.4,76.7,7.9,5.1,13.2,1,2,1,14.7,8.11,62.4,31.4
CSE1322,18.7,90.1,7.6,5.8,9.4,2,1,1,61.3,8.59,75.3,73.2
CSE1323,14.5,79.4,12.9,1.7,7.7,2,1,1,68.1,6.61,67.5,66.5
CSE1324,18.4,63.1,3.7,8.6,11.2,5,0,1,28.0,5.95,51.3,54.4
CSE1325,15.5,79.4,4.9,3.2,12.4,3,2,0,72.2,7.96,78.0,60.1
CSE1326,1.2,100.0,12.1,0.0,13.5,2,2,0,52.8,5.61,59.9,34.9
CSE1327,8.4,95.0,5.6,4.7,15.9,4,1,0,100.0,5.76,62.7,67.5
CSE1328,14.0,79.3,11.6,5.1,12.0,2,2,0,11.5,6.03,48.0,50.0
CSE1329,6.5,91.4,14.8,5.5,3.1,2,0,1,82.4,6.74,51.9,56.6
CSE1330,19.2,75.6,6.4,9.1,7.6,5,1,0,47.1,5.73,68.7,54.0
CSE1331,25.7,59.6,10.7,4.3,24.7,2,1,0,22.7,5.07,64.5,59.7
CSE1332,23.5,68.9,3.4,4.6,13.6,4,1,0,44.5,5.95,63.5,58.8
CSE1333,13.5,98.8,11.0,1.7,21.8,0,0,0,60.5,7.91,74.7,51.4
CSE1334,25.4,76.7,8.8,7.5,17.0,8,1,1,75.7,5.8,82.4,91.9
CSE1335,16.0,77.1,9.9,5.6,11.2,1,2,0,89.4,6.83,73.0,67.6
CSE1336,12.6,76.4,5.4,3.7,11.5,5,1,1,83.4,9.34,74.6,74.7
CSE1337,10.7,100.0,1.4,0.0,9.8,2,0,0,35.7,7.15,56.1,32.0
CSE1338,12.9,99.5,10.0,9.3,1.3,5,2,0,77.6,7.58,64.2,56.3
CSE1339,12.3,100.0,0.0,1.3,10.1,1,0,1,62.8,6.16,56.5,40.2
CSE1340,16.2,78.1,6.7,3.2,16.1,4,2,1,41.9,9.58,78.4,51.4
CSE1341,16.1,83.5,11.8,6.1,7.0,3,2,0,50.8,6.6,63.6,34.1
CSE1342,15.0,61.8,8.8,1.4,12.1,3,0,0,40.8,6.95,64.6,30.7
CSE1343,18.1,97.7,15.8,0.5,14.3,2,1,0,55.7,8.65,91.5,40.4
CSE1344,23.3,66.0,12.1,0.0,5.5,2,2,0,40.4,7.0,69.7,38.1
CSE1345,21.6,82.6,5.4,7.2,7.7,2,2,1,34.4,7.25,77.3,64.8
CSE1346,4.6,66.8,8.1,3.4,4.9,5,1,0,64.6,6.89,58.0,43.7
CSE1347,1.0,72.9,7.8,13.8,5.9,4,2,1,67.6,6.9,54.7,59.3
CSE1348,21.5,70.0,1.7,2.0,3.6,2,4,1,51.2,7.61,68.4,59.7
CSE1349,5.4,72.7,4.2,2.2,5.5,4,0,0,82.4,7.81,66.6,61.7
CSE1350,13.4,73.5,5.8,3.3,17.1,6,1,0,49.8,6.49,62.5,50.2
CSE1351,6.8,73.4,0.0,5.7,5.4,6,2,0,48.9,6.36,47.2,45.4
CSE1352,2.4,90.0,8.2,3.6,10.6,2,2,0,68.2,6.53,51.9,46.4
CSE1353,18.8,66.7,7.0,6.8,7.5,1,2,0,52.4,5.66,58.6,59.0
CSE1354,20.3,82.6,1.3,2.1,15.9,2,0,0,56.7,5.45,57.8,62.1
CSE1355,11.0,94.6,9.6,0.9,16.6,2,0,1,4.6,7.53,71.5,33.7
CSE1356,1.0,73.8,10.9,0.0,14.3,4,1,0,55.3,8.23,59.3,54.5
CSE1357,11.2,71.4,8.9,0.0,11.5,2,1,1,18.5,8.16,64.2,35.3
CSE1358,17.7,77.2,6.7,3.4,8.8,3,2,0,30.6,4.58,56.9,40.8
CSE1359,4.6,94.2,10.4,4.1,4.0,3,1,1,28.3,6.93,50.7,43.3
CSE1360,16.3,82.3,10.7,3.1,19.7,4,1,1,34.1,5.99,63.9,58.7
CSE1361,14.9,73.6,9.2,8.7,6.2,2,4,0,44.0,7.36,59.8,44.8
CSE1362,19.1,85.8,4.7,8.7,13.3,2,1,1,45.3,6.74,71.2,63.8
CSE1363,15.8,66.8,9.1,4.0,15.3,2,0,0,68.3,7.85,69.0,50.1
CSE1364,8.2,88.2,12.8,0.0,7.2,1,1,1,59.4,7.18,66.4,39.2
CSE1365,23.4,84.9,5.6,3.3,15.2,4,1,1,17.0,5.11,60.6,56.7
CSE1366,13.9,76.3,16.4,3.2,13.8,1,1,0,56.7,6.14,65.5,45.7
CSE1367,14.8,69.9,5.9,3.0,18.6,4,1,0,61.4,7.21,61.5,61.6
CSE1368,8.5,69.4,8.1,2.9,7.7,7,0,0,48.4,7.3,60.5,49.6
CSE1369,11.9,86.4,5.3,3.0,3.6,4,2,0,53.8,5.65,61.4,38.2
CSE1370,8.8,94.7,8.9,3.8,7.5,2,0,1,58.8,5.51,53.9,46.8
CSE1371,13.8,72.4,1.0,3.1,11.0,2,1,1,70.3,7.26,67.8,68.6
CSE1372,27.0,85.5,5.8,5.6,10.3,6,2,0,23.5,5.66,85.4,43.9
CSE1373,5.4,55.0,3.6,6.1,8.0,1,1,1,50.1,5.36,49.5,45.4
CSE1374,3.7,73.0,8.5,2.3,0.5,2,3,1,85.2,6.71,56.5,46.4
CSE1375,25.3,79.6,12.0,8.8,12.4,3,1,0,83.3,6.66,78.3,78.3
CSE1376,13.5,69.1,10.6,2.1,19.9,2,2,0,72.0,6.23,66.6,70.7
CSE1377,10.3,68.8,0.0,0.1,12.3,6,1,0,65.7,6.43,53.9,51.1
CSE1378,22.3,72.0,16.2,6.1,13.0,3,3,1,88.1,7.22,86.5,100.0
CSE1379,10.8,83.5,9.2,2.5,12.9,3,2,1,93.4,6.41,65.7,79.6
CSE1380,27.8,77.8,4.9,6.0,12.0,4,3,0,52.4,7.28,67.6,71.9
CSE1381,19.7,53.1,8.6,0.0,14.7,0,1,0,35.6,6.78,59.1,44.9
CSE1382,11.6,54.6,8.7,9.2,12.0,3,1,1,49.6,7.38,60.8,62.2
CSE1383,30.1,72.7,5.3,7.0,8.4,4,4,1,100.0,8.17,86.5,81.1
CSE1384,10.8,85.5,8.8,0.5,6.0,8,0,1,23.6,8.12,58.1,41.2
CSE1385,20.2,47.0,5.6,0.6,8.8,3,1,0,45.6,8.62,62.2,48.0
CSE1386,17.1,74.0,6.4,10.0,11.6,1,1,0,26.7,8.12,56.2,35.5
CSE1387,24.1,73.7,5.3,2.8,8.4,4,2,0,57.5,7.46,71.0,61.6
CSE1388,25.9,96.7,2.3,2.5,11.6,1,0,0,30.9,6.72,76.9,49.7
CSE1389,15.2,75.4,8.6,0.0,12.2,3,1,1,52.8,6.77,70.0,47.3
CSE1390,9.7,84.6,10.3,3.9,14.2,1,1,0,16.0,6.23,48.1,29.1
CSE1391,18.2,81.7,10.1,4.3,16.4,6,2,1,67.4,7.2,74.1,65.3
CSE1392,10.3,54.4,11.3,7.1,10.4,3,3,0,79.4,7.97,65.9,46.4
CSE1393,29.1,89.2,9.3,0.8,3.5,3,0,1,47.3,6.4,67.2,54.8
CSE1394,16.0,82.6,5.9,0.4,8.3,5,0,0,52.3,7.16,53.3,44.2
CSE1395,12.4,86.1,11.4,6.4,10.2,6,1,0,51.7,6.45,70.8,52.7
CSE1396,16.3,100.0,2.6,8.0,0.8,1,2,0,58.6,7.43,65.8,35.7
CSE1397,5.6,55.0,4.4,0.3,16.9,3,0,0,54.2,6.6,52.1,40.2
CSE1398,8.2,100.0,4.1,8.2,10.7,2,1,1,70.4,6.39,66.4,65.8
CSE1399,23.4,76.6,12.3,5.1,11.9,3,1,0,79.7,6.45,76.0,63.9
CSE1400,10.4,83.4,11.8,8.3,16.8,3,0,0,38.7,7.75,61.5,43.6
CSE1401,7.7,79.5,9.9,4.8,6.8,3,1,1,48.8,7.09,63.0,46.1
CSE1402,18.8,74.9,12.3,0.0,12.9,1,2,1,73.0,6.73,81.7,49.3
CSE1403,23.3,73.2,4.5,4.5,9.5,1,3,0,26.6,7.49,62.5,50.6
CSE1404,20.0,84.0,9.4,8.2,9.1,1,1,1,15.6,6.74,59.6,26.7
CSE1405,22.0,61.8,7.5,2.3,6.1,4,2,0,59.5,8.44,63.4,46.1
CSE1406,9.7,89.0,11.4,3.8,18.3,1,2,0,64.9,6.13,62.1,44.5
CSE1407,5.0,75.0,7.5,4.5,8.1,2,2,0,40.6,6.99,53.7,35.5
CSE1408,25.5,66.4,6.5,0.0,13.5,1,3,0,43.4,5.65,55.2,49.5
CSE1409,12.7,74.6,10.2,10.0,0.6,3,0,0,39.8,6.82,57.9,33.8
CSE1410,13.2,95.1,11.5,2.3,15.9,1,3,0,37.7,5.35,69.6,38.3
CSE1411,24.3,73.6,5.3,6.5,15.3,2,2,0,68.9,8.02,66.2,74.6
CSE1412,18.9,84.3,7.8,4.7,10.5,2,2,1,31.4,8.04,65.2,56.0
CSE1413,18.2,71.2,3.8,8.8,8.9,4,4,0,49.7,8.06,69.8,59.8
CSE1414,30.2,89.1,0.0,6.2,12.0,3,2,1,36.9,7.23,77.1,55.9
CSE1415,10.5,88.2,8.8,4.3,21.4,1,0,1,25.9,6.23,65.1,35.3
CSE1416,21.5,100.0,10.4,2.3,1.2,4,1,0,72.4,6.32,72.9,49.4
CSE1417,15.4,77.9,9.0,7.4,13.9,2,1,0,44.6,8.88,75.0,34.0
CSE1418,16.9,88.0,0.2,0.0,5.4,3,0,0,58.8,8.78,61.7,32.3
CSE1419,25.7,81.2,6.6,6.9,9.9,4,5,1,24.8,7.33,73.5,72.3
CSE1420,18.6,95.6,0.0,1.7,8.8,2,2,0,40.2,6.63,57.6,46.4
CSE1421,18.8,71.4,13.5,8.8,7.9,3,2,0,70.1,8.71,78.8,75.4
CSE1422,22.5,88.9,3.7,5.5,9.9,4,0,1,100.0,6.44,78.2,70.1
CSE1423,12.4,77.7,13.0,6.9,4.3,2,5,0,15.5,7.45,65.7,37.2
CSE1424,9.1,79.2,11.8,5.2,15.1,2,3,0,51.0,8.69,71.6,48.6
CSE1425,7.7,81.1,4.4,0.0,1.0,3,4,0,63.2,6.28,45.2,45.0
CSE1426,1.2,83.0,3.5,2.4,12.7,8,0,1,42.7,8.11,53.5,41.1
CSE1427,29.4,78.6,9.4,7.0,8.4,5,2,1,72.0,7.77,80.8,77.1
CSE1428,7.3,82.6,4.6,5.5,4.1,2,0,0,37.7,7.16,45.6,28.5
CSE1429,13.5,98.9,8.4,8.5,11.0,3,0,0,58.1,6.11,64.0,43.3
CSE1430,13.1,91.8,6.1,6.2,2.2,2,1,1,44.6,6.4,65.9,52.8
CSE1431,17.2,90.4,0.9,2.1,10.2,0,1,1,79.4,7.52,74.9,74.1
CSE1432,20.7,74.5,0.0,2.6,2.9,3,2,1,41.5,5.63,58.4,58.9
CSE1433,21.0,69.3,8.9,5.3,12.3,2,1,0,48.0,7.34,66.0,54.4
CSE1434,10.9,91.5,5.8,0.0,5.4,4,2,1,73.9,7.8,65.3,64.0
CSE1435,13.8,90.5,5.8,10.0,7.7,1,0,0,34.4,8.28,61.1,51.4
CSE1436,17.0,97.7,10.8,6.3,11.5,3,1,0,56.4,5.66,71.5,59.0
CSE1437,13.3,72.8,12.7,8.7,6.1,3,1,1,18.5,8.65,68.1,32.1
CSE1438,26.3,77.2,6.9,0.3,9.7,2,1,0,33.2,9.06,75.9,45.5
CSE1439,18.4,60.3,6.6,8.7,2.4,2,1,1,62.6,7.65,50.7,58.3
CSE1440,20.1,75.3,10.0,11.7,13.2,4,3,0,35.2,6.06,69.8,49.3
CSE1441,19.6,92.0,2.6,1.0,18.8,3,3,1,44.1,6.84,82.9,60.1
CSE1442,23.2,74.4,8.9,7.3,24.0,4,2,0,64.9,7.15,78.9,84.1
CSE1443,16.3,87.7,10.2,5.0,10.5,2,0,1,43.4,7.5,74.7,27.4
