department,semester,gender,hostel_or_dayscholar,study_time_preference,learning_style,sleep_quality,stress_level,internet_access_quality,part_time_job,mentor_support,placement_status,study_minutes_per_day,material_prep_minutes_per_week,extracurricular_minutes_per_week,skill_dev_minutes_per_week,attendance_percentage,previous_year_score,previous_semester_gpa,backlogs_count,internal_marks,projects_completed,hackathons_participated,internships_completed,certifications_count,coding_problems_solved,coding_platform_rating
CSE-DS,1,Male,Hostel,Morning,Visual,Poor,Low,Good,No,No,Not Started,292,176,122,57,86.4,66.3,6.77,0,26,1,2,0,0.0,55,1123
CSE-DS,6,Male,Hostel,Night,Visual,Average,Low,Good,No,No,Not Started,337,312,61,553,62.4,77.1,7.16,1,42,2,3,0,2.0,265,1291
CSE-AIML,2,Female,Day Scholar,Morning,Kinesthetic,Good,Medium,Good,No,Yes,Not Started,166,439,144,0,90.3,78.9,7.86,0,41,0,1,0,1.0,34,1142
CSE,5,Other,Day Scholar,Night,Auditory,Poor,Low,Good,No,Yes,Not Started,215,421,189,529,88.1,72.5,8.44,0,34,3,0,2,4.0,232,923
IT,5,Female,Hostel,Night,Visual,Average,Medium,Poor,Yes,No,Not Started,267,178,3,227,63.4,67.8,6.46,1,35,2,3,0,2.0,226,1073
CSE-AIML,7,Male,Hostel,Afternoon,Auditory,Good,Medium,Average,No,No,In Progress,252,269,0,196,76.4,67.3,7.68,0,38,5,5,1,1.0,197,1210
CSE,8,Male,Hostel,Morning,Kinesthetic,Average,High,Good,Yes,No,In Progress,175,238,55,378,87.5,62.1,6.67,0,31,9,4,3,3.0,298,1228
CSE-DS,5,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,191,144,81,340,100.0,72.1,7.09,0,28,3,0,0,4.0,207,1308
ECE,8,Male,Hostel,Night,Auditory,Good,Medium,,Yes,No,Placed,271,337,0,8,84.6,71.6,6.19,0,39,6,2,3,4.0,38,1111
CSE,4,Male,Day Scholar,Night,Auditory,Good,High,Average,No,No,Not Started,88,135,0,144,73.3,63.8,7.18,1,33,7,1,0,1.0,0,1213
CSE,5,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,226,232,0,189,71.4,76.1,6.95,1,38,4,1,1,2.0,107,957
CSE,6,Male,Hostel,Morning,Visual,Average,Low,Average,No,No,Not Started,165,243,64,387,100.0,71.4,7.09,0,32,2,1,1,3.0,190,1336
CSE,6,Male,Hostel,Night,Auditory,Poor,High,Good,No,Yes,Not Started,65,316,0,120,96.4,63.2,5.46,0,26,4,3,0,4.0,153,998
CSE-DS,7,Male,Hostel,Morning,Visual,Average,High,Good,Yes,Yes,Placed,312,334,117,240,65.9,62.4,7.65,0,32,5,1,2,3.0,178,1337
CSE-AIML,4,Female,Hostel,Night,Visual,Average,Medium,Average,No,No,Not Started,311,201,182,458,71.8,69.1,7.08,1,38,1,0,1,1.0,153,1192
CSE-DS,5,Male,Day Scholar,Morning,Visual,Average,Medium,Average,No,No,Not Started,258,250,201,302,89.2,76.7,7.35,2,34,3,2,0,2.0,165,1276
ECE,5,Male,Hostel,Night,Auditory,Poor,Low,Good,No,No,Not Started,212,166,217,208,80.9,73.2,6.61,0,30,5,3,0,3.0,88,956
ECE,3,Male,Hostel,Morning,Kinesthetic,Poor,High,Average,No,Yes,Not Started,224,290,105,360,88.4,69.6,6.08,4,34,2,1,1,1.0,164,683
CSE,5,Male,Day Scholar,Afternoon,Visual,Average,Medium,Poor,No,No,Not Started,149,174,0,146,74.9,65.4,6.85,0,29,4,1,0,4.0,69,1128
CSE,8,Male,Day Scholar,Morning,Auditory,Poor,High,Good,No,No,Placed,269,336,21,151,52.0,61.8,5.79,2,33,5,4,4,4.0,99,1156
IT,8,Male,Hostel,Afternoon,Visual,Good,Medium,Poor,No,No,Placed,325,390,111,108,88.2,75.0,7.33,1,32,3,3,0,9.0,43,873
CSE-AIML,5,Female,Day Scholar,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,159,91,99,322,79.6,72.7,6.98,1,40,2,1,0,2.0,208,1111
CSE,1,Male,Hostel,Afternoon,Kinesthetic,Good,Medium,Good,No,No,Not Started,186,100,162,438,74.6,75.3,8.09,0,34,0,1,0,0.0,83,1048
CSE,3,Male,Hostel,Morning,Visual,Average,High,Average,Yes,No,Not Started,34,92,308,508,81.8,71.4,6.78,1,37,1,3,1,1.0,173,1150
CSE,8,Male,Day Scholar,Afternoon,Kinesthetic,Poor,Medium,Good,No,No,Placed,216,330,190,0,74.4,80.2,7.67,0,40,6,3,2,7.0,0,894
CSE-AIML,4,Male,Day Scholar,Afternoon,Kinesthetic,Poor,High,Average,Yes,Yes,Not Started,140,237,123,189,100.0,72.1,7.59,0,37,2,0,1,3.0,1,881
CSE-AIML,3,Female,Day Scholar,Morning,Visual,Average,High,Average,No,No,Not Started,173,331,134,315,88.2,71.4,6.87,0,30,1,0,0,4.0,149,1031
ECE,6,Female,Hostel,Night,Kinesthetic,Average,Medium,Good,No,No,In Progress,322,320,134,466,69.5,67.3,7.22,0,32,4,0,2,4.0,182,987
CSE,1,Male,Day Scholar,Morning,Kinesthetic,Poor,Medium,Good,No,Yes,Not Started,204,296,100,550,80.2,75.8,6.8,0,38,0,2,0,2.0,77,1007
CSE,8,Male,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,In Progress,370,199,58,317,83.6,76.1,7.27,0,34,3,3,1,4.0,366,1205
CSE,5,Male,Day Scholar,Night,Kinesthetic,Good,Low,Good,No,Yes,Not Started,146,595,145,596,91.1,69.1,6.82,1,31,7,0,1,3.0,263,1081
IT,1,Male,Hostel,Afternoon,Visual,Average,Medium,Good,Yes,Yes,Not Started,220,514,54,0,69.4,77.7,7.15,1,41,1,1,0,0.0,0,1249
IT,1,Male,Hostel,Night,Kinesthetic,Good,High,Good,No,No,Not Started,162,290,181,86,83.0,70.4,7.09,0,37,0,0,0,2.0,27,1054
CSE,6,Male,Day Scholar,Afternoon,Auditory,Poor,High,Good,Yes,No,Not Started,141,285,249,455,71.7,59.7,5.47,3,29,4,3,1,2.0,240,1222
CSE-AIML,3,Male,Hostel,Night,Visual,Poor,Low,Good,No,Yes,Not Started,225,339,107,488,83.7,67.4,6.57,2,32,4,1,0,1.0,153,1305
IT,5,Male,Hostel,Morning,Auditory,Average,Low,Average,No,Yes,Not Started,348,419,182,134,76.5,75.2,7.64,0,38,7,2,1,5.0,55,1119
IT,3,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,224,113,0,699,88.0,69.7,5.27,1,37,2,0,3,4.0,182,1135
CSE,3,Female,Day Scholar,Afternoon,Kinesthetic,Good,Low,Good,No,Yes,Not Started,180,317,170,132,76.7,73.8,7.39,0,32,2,2,0,2.0,50,838
CSE,4,Female,Hostel,Night,Auditory,Good,Medium,Good,No,No,Not Started,289,318,415,492,75.6,60.2,6.62,0,32,1,1,0,1.0,239,1068
CSE-DS,1,Male,Hostel,Night,Kinesthetic,Poor,High,Average,No,No,Not Started,102,445,17,53,89.9,64.2,5.76,1,31,0,0,0,0.0,0,999
CSE,7,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,In Progress,151,304,68,363,97.1,80.4,8.23,0,42,5,3,2,5.0,249,799
IT,5,Male,Hostel,Night,Kinesthetic,Average,High,Good,No,Yes,Not Started,168,248,42,430,81.6,58.5,6.62,0,33,6,0,0,3.0,240,1025
CSE-DS,7,Female,Hostel,Night,Visual,Poor,Medium,Good,Yes,No,Placed,154,166,196,188,78.3,71.8,6.63,0,35,4,0,2,5.0,129,1054
CSE,2,Female,Day Scholar,Afternoon,Kinesthetic,Poor,High,Poor,No,Yes,Not Started,251,31,86,263,92.6,84.4,8.73,0,37,2,1,0,2.0,68,823
CSE-DS,7,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Poor,No,Yes,In Progress,92,147,246,97,77.5,70.9,7.16,0,38,4,0,4,5.0,25,975
CSE,7,Male,Day Scholar,Night,Auditory,Good,Medium,Good,No,No,In Progress,73,199,54,85,79.1,65.4,5.87,2,31,8,4,4,6.0,94,1221
CSE,4,Male,Hostel,Morning,Visual,Average,Medium,Average,No,Yes,Not Started,138,401,34,532,86.3,77.8,7.31,1,36,5,0,1,3.0,238,1186
CSE-AIML,7,Male,Day Scholar,Night,Visual,Average,Medium,Poor,No,No,Placed,171,196,154,480,93.2,69.6,6.56,1,30,2,1,4,2.0,355,1157
CSE,6,Female,Day Scholar,Morning,Auditory,Poor,Medium,Good,No,Yes,Not Started,172,13,175,256,65.1,68.7,7.9,0,35,8,2,0,3.0,209,877
CSE,2,Female,Hostel,Morning,Visual,Good,Low,Poor,No,No,Not Started,265,337,0,284,71.4,68.4,6.23,1,34,1,1,0,0.0,86,982
IT,8,Male,Hostel,Night,Auditory,Good,Medium,Average,No,Yes,Placed,266,269,281,92,67.6,70.2,7.37,0,35,3,4,1,4.0,47,1191
CSE,7,Female,Hostel,Morning,Auditory,Poor,High,Good,No,Yes,In Progress,76,283,112,534,62.8,57.2,6.29,1,25,4,2,1,5.0,356,1204
CSE,4,Female,Day Scholar,Afternoon,Visual,Average,Medium,Poor,No,No,Not Started,216,108,70,17,100.0,68.8,7.03,1,37,3,1,1,6.0,0,1095
CSE,6,Female,Day Scholar,Afternoon,Kinesthetic,Poor,High,Good,No,Yes,In Progress,74,401,276,561,61.0,66.0,6.78,1,38,6,1,1,4.0,364,1232
CSE-AIML,1,Male,Day Scholar,Night,Visual,Poor,Medium,Good,No,No,Not Started,223,264,159,411,100.0,69.2,5.98,1,36,3,0,0,1.0,0,1000
CSE,7,Female,Hostel,Night,Visual,Average,Medium,Average,No,No,In Progress,220,0,183,485,98.4,74.7,7.54,1,34,5,6,0,3.0,335,1243
CSE-DS,2,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Poor,No,No,Not Started,140,460,11,0,57.1,58.6,6.18,0,29,1,0,0,0.0,11,979
IT,1,Male,Day Scholar,Night,Auditory,Average,Medium,Poor,No,Yes,Not Started,261,407,106,247,98.5,81.8,8.82,0,43,0,0,0,0.0,63,981
CSE-AIML,4,Male,Day Scholar,Night,Visual,Good,High,Good,No,No,Not Started,222,392,104,171,99.9,75.6,7.13,1,44,4,1,0,3.0,17,1125
ECE,5,Male,Hostel,Night,Visual,Poor,High,Good,No,No,Not Started,233,513,47,0,100.0,74.0,7.68,0,35,4,2,0,2.0,0,1033
CSE,4,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,No,Not Started,194,421,256,832,82.5,69.8,6.6,1,39,0,1,1,3.0,308,1204
CSE-AIML,5,Male,Hostel,Night,Auditory,Good,Low,Good,No,Yes,Not Started,262,206,221,200,87.7,71.7,6.97,0,28,7,2,2,3.0,0,992
CSE-AIML,7,Female,Hostel,Afternoon,Auditory,Good,Medium,Good,Yes,Yes,In Progress,242,453,231,565,75.8,67.6,7.18,0,36,8,0,2,4.0,299,1209
IT,5,Male,Hostel,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,239,99,53,14,90.2,68.4,6.31,2,33,3,2,2,1.0,35,979
CSE,8,Male,Day Scholar,Afternoon,Visual,Average,Medium,Average,Yes,Yes,Placed,327,443,131,76,69.3,71.3,6.61,1,34,4,0,2,2.0,80,1008
IT,2,Male,Day Scholar,Night,Auditory,Average,Medium,Poor,Yes,Yes,Not Started,359,182,46,402,88.6,76.2,7.72,0,40,0,1,0,2.0,107,809
IT,1,Female,Day Scholar,Night,Kinesthetic,Average,Medium,,No,Yes,Not Started,59,282,133,182,100.0,78.6,7.12,0,39,0,0,0,0.0,2,1060
CSE-AIML,5,Female,Hostel,Night,Visual,Poor,High,Good,No,Yes,Not Started,283,201,134,518,91.8,72.2,7.45,0,32,5,2,2,7.0,373,1287
CSE,7,Female,Hostel,Night,Visual,Average,High,Average,Yes,No,In Progress,241,303,31,515,63.1,66.2,6.48,4,36,1,5,2,1.0,363,1308
IT,4,Female,Day Scholar,Morning,Kinesthetic,Good,Low,Good,No,Yes,Not Started,249,347,180,430,76.1,73.2,6.91,0,34,7,0,0,3.0,165,1046
IT,4,Female,Hostel,Night,Auditory,Poor,Medium,Good,No,Yes,Not Started,232,74,197,182,88.6,70.8,7.01,1,35,3,0,1,3.0,63,948
CSE,2,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,319,309,225,263,68.8,66.1,5.82,1,36,3,0,0,1.0,91,889
CSE-AIML,7,Female,Hostel,Morning,Kinesthetic,Good,Medium,Good,Yes,No,In Progress,45,177,142,190,80.6,56.1,6.09,2,32,1,1,1,5.0,154,1273
IT,1,Male,Hostel,Night,Kinesthetic,Average,High,Good,No,No,Not Started,304,124,0,344,85.3,80.0,9.27,0,40,0,0,0,1.0,55,961
CSE-AIML,6,Female,Day Scholar,Night,Kinesthetic,Good,Low,Good,Yes,No,Not Started,74,51,84,363,100.0,82.6,8.17,0,43,3,1,1,8.0,213,1253
ECE,5,Female,Hostel,Morning,Kinesthetic,Poor,Medium,Average,No,No,Not Started,292,97,321,628,94.3,81.8,7.7,0,41,5,1,0,2.0,363,1090
CSE,5,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,82,268,0,628,77.0,70.6,6.48,2,39,8,2,2,4.0,344,1095
CSE-AIML,3,Female,Day Scholar,Night,Visual,Good,Medium,Good,No,Yes,Not Started,237,427,175,507,63.6,64.3,6.78,0,30,4,0,0,0.0,138,1060
IT,2,Female,Hostel,Night,Kinesthetic,Good,Low,Average,Yes,No,Not Started,231,153,0,456,72.5,80.7,7.76,0,35,3,0,0,1.0,57,940
CSE-AIML,5,Male,Hostel,Night,Visual,Average,Medium,Poor,No,Yes,Not Started,243,121,0,443,79.7,68.7,7.41,0,33,4,3,0,1.0,262,1209
CSE-DS,2,Male,Hostel,Night,Auditory,Average,Low,,No,Yes,Not Started,89,238,220,247,68.1,60.3,5.88,2,26,2,1,0,2.0,82,699
CSE,5,Male,Hostel,Morning,Visual,Average,Low,Good,Yes,No,Not Started,245,121,61,434,100.0,70.8,7.53,1,38,3,1,1,3.0,297,1340
IT,5,Female,Day Scholar,Night,Kinesthetic,Poor,Low,Good,No,No,Not Started,210,357,19,422,66.0,69.8,7.06,0,39,5,1,1,1.0,209,870
CSE-DS,4,Male,Hostel,Night,Auditory,Poor,High,Average,No,Yes,Not Started,362,316,87,126,90.2,88.0,8.94,0,44,1,2,1,3.0,11,1009
IT,1,Female,Hostel,Night,Visual,Average,Medium,Average,No,No,Not Started,198,81,119,263,82.6,72.9,6.82,0,37,1,0,0,1.0,4,897
CSE-DS,6,Male,Day Scholar,Afternoon,Kinesthetic,Good,Low,Good,No,Yes,Not Started,275,321,222,86,83.8,84.8,8.75,0,41,4,2,1,5.0,59,968
IT,4,Female,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,85,105,56,0,65.2,66.1,6.6,2,35,2,3,2,1.0,0,1167
CSE-AIML,5,Female,Day Scholar,Night,Kinesthetic,Poor,High,Good,No,Yes,Not Started,251,169,43,530,57.2,63.2,6.47,2,28,2,4,0,0.0,325,1034
CSE-AIML,2,Male,Hostel,Night,Visual,Good,Medium,Average,No,No,Not Started,69,155,35,279,66.5,58.7,5.69,2,29,0,0,0,2.0,65,957
CSE,3,Female,Hostel,Night,Kinesthetic,Poor,Medium,Poor,No,No,Not Started,269,169,264,212,79.8,73.7,8.02,0,34,0,2,0,3.0,123,1308
CSE-AIML,8,Male,Hostel,Night,Kinesthetic,Good,Medium,Good,No,No,Placed,291,293,239,236,78.5,61.7,5.95,1,28,10,0,5,7.0,177,1076
CSE,5,Female,Day Scholar,,Kinesthetic,Good,Low,Poor,No,No,Not Started,355,83,51,330,93.3,76.9,8.51,0,41,4,0,0,0.0,108,1125
CSE,2,Male,Hostel,Afternoon,Auditory,Good,Medium,Average,No,No,Not Started,242,40,232,256,66.5,71.4,8.58,0,33,1,1,0,0.0,58,1025
IT,1,Female,Day Scholar,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,298,257,0,314,72.8,71.3,6.88,0,34,0,0,0,1.0,51,1145
CSE,6,Male,Hostel,Night,Auditory,Poor,Low,Good,No,No,Not Started,330,223,47,151,60.3,69.2,7.29,0,39,6,1,0,5.0,100,1014
CSE,6,Male,Hostel,Night,Auditory,Average,Medium,Average,No,No,Not Started,77,293,211,31,69.2,54.1,6.4,1,29,5,1,0,6.0,0,910
CSE,6,Male,Hostel,Night,Kinesthetic,Good,Medium,Average,No,No,In Progress,217,232,185,146,82.6,80.1,8.25,0,36,7,0,1,4.0,123,1239
ECE,3,Female,Hostel,Morning,Visual,Good,Medium,Good,No,No,Not Started,145,381,241,400,80.1,65.0,6.77,0,31,0,1,0,1.0,27,1064
CSE-DS,1,Female,Day Scholar,Morning,Auditory,Average,Medium,Good,No,Yes,Not Started,102,305,141,109,81.0,71.1,7.25,1,36,1,0,0,0.0,0,1328
CSE-AIML,3,Other,Day Scholar,Afternoon,Visual,Average,Medium,Good,No,No,Not Started,0,368,41,470,79.4,64.4,6.41,0,31,2,0,2,1.0,129,1090
CSE-AIML,7,Female,Hostel,Afternoon,Kinesthetic,Average,Medium,Average,No,Yes,In Progress,138,223,0,141,66.5,67.3,6.35,2,31,8,3,2,6.0,129,989
CSE,4,Female,Hostel,Night,Kinesthetic,Poor,High,Poor,No,No,Not Started,169,79,179,0,100.0,78.7,7.95,0,37,7,0,1,0.0,17,954
CSE,5,Female,Hostel,Morning,Kinesthetic,Poor,High,Good,No,No,Not Started,157,132,142,207,72.5,64.9,6.3,2,32,3,2,2,4.0,47,1290
IT,3,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Poor,No,Yes,Not Started,198,298,99,255,56.1,64.5,6.66,1,32,4,1,0,2.0,118,1247
CSE,2,Male,Day Scholar,Night,Visual,Good,Low,Good,No,Yes,Not Started,45,100,45,433,99.7,75.0,6.45,0,36,1,0,0,,139,1011
IT,4,Female,Day Scholar,Night,Auditory,Average,Medium,Good,No,No,Not Started,156,175,163,571,81.8,69.0,7.81,1,33,4,1,1,3.0,270,1172
IT,6,Male,Hostel,Night,Kinesthetic,Good,Low,Good,No,Yes,Not Started,41,325,173,275,100.0,65.3,6.38,1,29,3,3,1,1.0,101,1007
CSE,5,Female,Hostel,Afternoon,Visual,Average,Medium,Average,Yes,No,Not Started,156,156,150,141,95.7,79.0,8.1,0,44,2,4,1,3.0,41,790
IT,1,Male,Day Scholar,Night,Visual,Average,Low,Good,No,Yes,Not Started,146,301,203,494,77.5,65.9,7.5,1,36,1,0,0,1.0,4,1226
IT,3,Male,Hostel,Morning,Kinesthetic,Average,Medium,Average,No,No,Not Started,111,192,54,137,81.1,62.6,6.05,4,29,3,1,0,0.0,45,836
IT,3,Female,Hostel,Night,Kinesthetic,Average,High,Good,No,No,Not Started,231,178,0,0,77.6,73.0,7.17,0,33,6,0,2,1.0,0,795
CSE-AIML,7,Male,Day Scholar,Morning,Kinesthetic,Poor,Medium,Good,No,Yes,In Progress,147,25,189,485,77.3,65.9,7.44,0,28,7,0,1,3.0,405,1199
IT,1,Male,Day Scholar,Afternoon,Kinesthetic,Average,Low,Poor,No,No,Not Started,90,354,0,427,58.3,64.5,5.69,2,27,1,0,0,0.0,50,1026
CSE,4,Female,Day Scholar,Night,Kinesthetic,Poor,Medium,Good,No,No,Not Started,194,297,125,398,83.8,74.1,6.8,0,32,4,2,1,4.0,70,1024
CSE,1,Female,Hostel,Night,Auditory,Good,Low,Good,Yes,No,Not Started,223,381,118,183,85.7,72.1,6.74,0,36,2,1,0,0.0,50,1243
IT,5,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,146,371,334,491,69.3,77.6,7.8,2,33,4,0,0,4.0,186,1217
CSE,2,Male,Day Scholar,Night,Visual,Average,Low,Poor,Yes,No,Not Started,194,318,0,118,89.7,68.4,6.5,1,31,2,2,0,,81,1268
CSE,5,Male,Hostel,Morning,Kinesthetic,Average,Low,Good,No,Yes,Not Started,276,214,0,238,74.7,70.7,7.33,1,29,3,3,2,1.0,136,1240
CSE-DS,3,Female,Hostel,Night,Auditory,Poor,Medium,Average,No,No,Not Started,117,429,128,116,80.8,68.2,5.97,4,29,1,1,0,3.0,0,782
CSE,6,Male,Day Scholar,Morning,Visual,Average,High,Good,No,No,Not Started,120,311,147,84,89.6,78.0,7.82,0,37,10,2,0,2.0,76,1005
CSE-DS,2,Female,Hostel,Afternoon,Visual,Poor,High,Good,No,No,Not Started,98,0,56,249,78.5,76.7,7.63,0,37,2,2,0,1.0,13,900
CSE,5,Female,Hostel,Night,Kinesthetic,Average,High,Good,No,No,Not Started,310,262,219,273,76.4,69.7,6.42,1,33,7,2,0,0.0,162,1152
IT,4,Female,Hostel,Night,Auditory,Poor,High,Average,No,No,Not Started,105,95,82,55,63.7,64.8,6.68,0,28,4,2,1,4.0,225,1137
CSE-AIML,1,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Average,Yes,No,Not Started,279,159,0,301,67.8,68.9,7.24,0,31,0,0,0,1.0,0,913
CSE-DS,6,Male,Hostel,Afternoon,Auditory,Average,Medium,Good,Yes,Yes,Not Started,312,245,75,200,68.0,66.3,7.55,0,33,2,5,2,2.0,20,850
CSE,2,Male,Hostel,Afternoon,Auditory,Poor,High,Good,No,No,Not Started,263,176,164,192,76.6,64.8,5.69,1,29,1,0,0,2.0,22,939
CSE,3,Male,Day Scholar,Morning,Auditory,Good,Low,Good,No,No,Not Started,175,322,125,243,62.4,65.6,6.32,0,29,3,0,0,1.0,5,932
CSE-AIML,4,Male,Hostel,Night,Auditory,Good,Medium,Average,No,No,Not Started,81,80,69,213,94.8,67.8,6.25,2,37,1,2,1,3.0,42,1170
CSE-AIML,7,Female,Hostel,Night,Auditory,Poor,Medium,Good,No,Yes,Placed,226,309,66,381,76.1,76.3,7.87,1,41,6,0,3,2.0,285,1197
CSE-AIML,8,Male,Day Scholar,Night,Visual,Good,Low,Good,Yes,Yes,In Progress,152,291,102,459,92.5,75.8,8.2,0,39,7,4,0,5.0,412,1291
IT,5,Male,Hostel,Night,Auditory,Average,High,Good,No,No,Not Started,139,150,178,157,97.4,68.5,6.62,0,37,7,2,1,3.0,95,1153
CSE,2,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,,No,No,Not Started,76,314,93,531,71.1,71.7,7.24,0,39,2,2,0,0.0,146,1158
CSE,2,Male,Hostel,Morning,Auditory,Good,Low,Good,No,No,Not Started,231,281,72,373,76.0,65.4,5.94,5,33,0,2,0,5.0,67,1240
CSE,4,Female,Day Scholar,Morning,Visual,Average,Medium,Poor,No,No,Not Started,198,296,98,305,77.0,73.2,7.81,1,36,4,1,0,5.0,122,1081
CSE,4,Male,Hostel,Night,Kinesthetic,Average,Low,Good,No,No,Not Started,215,281,221,353,100.0,75.6,7.59,0,34,3,1,2,2.0,73,978
CSE-DS,8,Male,Hostel,Morning,Auditory,Good,Medium,Good,No,No,Placed,152,132,75,662,91.1,70.1,6.88,0,35,2,4,2,5.0,572,1470
ECE,7,Female,Hostel,Night,Auditory,Good,Low,Poor,No,Yes,In Progress,192,285,216,318,100.0,78.5,8.25,0,42,8,4,3,2.0,229,1082
CSE-AIML,2,Male,Hostel,Night,Visual,Average,High,Good,No,No,Not Started,98,341,93,662,91.0,69.8,6.93,0,40,3,0,0,3.0,92,904
CSE,2,Male,Hostel,Night,Kinesthetic,Good,Medium,Good,No,Yes,Not Started,157,308,110,251,100.0,74.3,7.5,0,37,2,0,0,0.0,60,850
CSE-AIML,2,Male,Hostel,Night,Kinesthetic,Average,High,Average,No,Yes,Not Started,342,153,192,194,74.7,65.4,6.17,2,36,2,0,0,3.0,89,1164
CSE,2,Male,Day Scholar,Afternoon,Visual,Poor,High,Good,No,No,Not Started,216,389,155,352,71.9,68.1,5.56,0,34,0,0,0,1.0,131,860
IT,3,Male,Hostel,Morning,Kinesthetic,Good,Low,Average,No,No,Not Started,175,126,0,266,80.4,66.4,6.94,0,30,2,0,0,1.0,80,738
CSE-DS,8,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,No,Placed,180,379,97,646,90.1,66.0,6.32,1,37,9,4,2,3.0,472,971
ECE,1,Female,Day Scholar,Afternoon,Visual,Good,Low,Average,No,No,Not Started,0,267,143,485,93.6,73.9,7.67,0,36,1,0,0,0.0,118,1185
CSE,5,Male,Hostel,Night,Auditory,Good,Low,Good,No,No,Not Started,217,433,65,416,83.9,73.8,7.4,0,33,7,2,3,2.0,252,1123
CSE,8,Female,Hostel,Night,Kinesthetic,Average,Low,Good,No,No,Placed,144,364,0,538,82.4,70.1,6.87,0,40,6,3,1,5.0,474,1321
IT,6,Other,Hostel,Morning,Visual,Good,Low,Average,No,Yes,Not Started,95,309,171,272,71.6,61.7,6.94,0,28,5,1,0,2.0,229,1030
ECE,5,Male,Hostel,Night,Kinesthetic,Good,Medium,,No,No,Not Started,150,130,213,313,53.7,59.3,5.93,2,26,7,1,0,3.0,103,675
CSE,7,Female,Hostel,Morning,Visual,Poor,Medium,Good,No,No,Placed,47,186,38,549,83.9,64.1,6.69,0,34,4,1,4,1.0,348,845
CSE-AIML,4,Female,Hostel,Morning,Visual,Good,Medium,Good,No,Yes,Not Started,72,139,187,290,79.1,67.1,6.54,0,31,4,0,0,3.0,131,1091
CSE-AIML,1,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,Yes,Yes,Not Started,206,360,55,414,95.5,80.4,7.8,1,40,0,0,0,1.0,53,882
CSE,4,Female,Hostel,Morning,Visual,Good,Medium,Average,No,No,Not Started,108,297,229,544,76.9,72.0,7.96,0,32,5,1,1,1.0,72,956
CSE-AIML,4,Male,Day Scholar,Night,Visual,Average,Low,Average,Yes,No,Not Started,273,129,239,34,63.3,64.5,5.44,3,34,2,0,1,1.0,48,1179
CSE,2,Female,Day Scholar,Morning,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,1,215,51,33,88.9,62.4,6.01,3,34,2,2,0,2.0,18,798
CSE-AIML,3,Female,Hostel,Night,Auditory,Good,Low,Good,No,No,Not Started,266,0,145,256,88.8,81.3,7.58,0,41,3,1,0,10.0,79,1207
CSE,6,Male,Hostel,Morning,Visual,Average,Medium,Good,No,No,Not Started,0,226,251,113,77.2,61.2,6.08,1,26,3,1,1,3.0,1,877
CSE,5,Male,Day Scholar,Morning,Visual,Poor,High,Average,No,Yes,Not Started,0,171,49,523,70.2,67.6,7.08,1,36,5,1,2,4.0,239,1147
ECE,7,Male,Hostel,Night,Auditory,Average,Low,Good,No,No,Placed,327,195,267,443,81.6,73.2,7.79,0,37,6,3,5,3.0,260,893
IT,8,Male,Hostel,Afternoon,Kinesthetic,Good,Low,Good,No,No,Placed,203,365,145,645,60.1,66.0,8.03,0,32,9,2,3,3.0,539,1286
CSE,5,Male,Hostel,Night,Kinesthetic,Good,Low,Good,No,Yes,Not Started,131,99,72,270,90.6,70.8,7.14,0,34,4,4,1,7.0,118,1110
CSE,4,Female,Hostel,Morning,Kinesthetic,Good,Medium,Poor,No,Yes,Not Started,117,56,68,466,97.1,75.2,7.7,0,39,1,0,0,5.0,83,803
ECE,6,Male,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,229,360,0,421,100.0,81.9,8.75,0,41,7,2,0,5.0,268,1148
CSE,1,Female,Hostel,Afternoon,Auditory,Poor,High,Poor,No,Yes,Not Started,317,306,131,368,71.1,66.1,6.77,0,28,1,2,0,1.0,117,1067
IT,8,Male,Day Scholar,Night,Auditory,Average,Low,Good,No,No,In Progress,85,352,193,176,87.0,67.5,6.43,0,33,7,2,1,5.0,97,846
CSE,7,Female,Day Scholar,Morning,Visual,Average,Low,Good,No,No,In Progress,355,123,240,224,77.9,83.8,8.6,0,36,6,2,1,4.0,196,1142
